"","stage_I","stage_II","stage_III","stage_IV"
"ENSG00000147457.13",62.95,266,0.115,15.21
"ENSG00000147459.17",799.5,14,153.36,3.5
"ENSG00000147471.11",180,308,193.13,803
"ENSG00000147475.14",30.305,0.018,0.016,37.025
"ENSG00000147526.19",722,1720,626,1778.5
"ENSG00000147533.16",867,841,900.5,1719
"ENSG00000147535.16",185.5,440,757,5
"ENSG00000147536.11",29.014,20,0.017,0.0265
"ENSG00000147548.16",3410.5,2012,2069,2293
"ENSG00000147573.16",0.85,0.018,0.017,0.013
"ENSG00000147586.9",29.85,347,105.5345,200.025
"ENSG00000147592.8",5.35,41,0.016,118.08
"ENSG00000147601.13",453,147,0.0995,212.75
"ENSG00000147604.13",21531,25167,10026,17207
"ENSG00000147649.9",1209.5,1489,804,1499.5
"ENSG00000147650.11",440.5,182,0.1145,40.5
"ENSG00000147654.14",5.175,297,0.165,95.2
"ENSG00000147669.10",1611,941,806.5,1718
"ENSG00000147676.13",0.065,0.018,1.45,0.0395
"ENSG00000147677.10",1201.5,1210,738.5,500.5
"ENSG00000147679.11",708.5,736,333.4,690
"ENSG00000147684.7",453,1453,1072.5,1302
"ENSG00000147687.18",64.15,3.7,2.16,38.65
"ENSG00000147789.15",20.5,0.72,0.017,0.12
"ENSG00000147804.9",41.7,153,0.0345,19.95
"ENSG00000147813.15",3.06,0.07,8.016,0.235
"ENSG00000147853.16",316.5,499,1174.5,2.5
"ENSG00000147854.16",595.5,2399,583.5,780.5
"ENSG00000147872.9",2151,8202,1395,2113.5
"ENSG00000147874.10",34.35,86,546,102.4
"ENSG00000147889.17",138.5,59,61.58,0.013
"ENSG00000147894.14",75.225,33,0.1885,90.3
"ENSG00000147905.17",121,301,155.065,740.5
"ENSG00000147912.12",0.03,1,0.016,0.0765
"ENSG00000147955.16",270,12,167.5,0.285
"ENSG00000147996.16",947.5,293,706.8,1051.5
"ENSG00000148019.12",6.58,0.89,220.57,772.85
"ENSG00000148110.15",81.5,270,10.58,145
"ENSG00000148153.13",1176,495,394,1169
"ENSG00000148154.9",809,741,843.5,341.5
"ENSG00000148158.16",0.0555,0.14,0.0655,0.0265
"ENSG00000148175.12",1305,674,196.42,237.1
"ENSG00000148180.19",4.55,0.14,291.16,0.205
"ENSG00000148187.17",29.516,0.11,22.5,0.295
"ENSG00000148218.15",94.995,0.035,205.516,3.1
"ENSG00000148229.12",409.5,204,126.825,1113.5
"ENSG00000148248.13",1439.5,1377,1414.5,1809.5
"ENSG00000148288.11",0.13,0.018,0.017,0.113
"ENSG00000148290.9",26.25,38,0.016,65.5395
"ENSG00000148291.9",30.15,204,117.8,85.525
"ENSG00000148296.6",47.516,46,0.1875,19.15
"ENSG00000148300.11",209.0325,37,0.033,11.35
"ENSG00000148303.16",2651,3985,3164.5,3513.5
"ENSG00000148308.17",37.21,31,0.825,20.525
"ENSG00000148331.11",50,29,0.695,0.155
"ENSG00000148335.14",44.3,161,135.08,70.5
"ENSG00000148337.20",67.5485,419,24.5,0.68
"ENSG00000148341.17",9.5485,102,225.5,11.6
"ENSG00000148356.13",2.93,0.18,0.0485,3.5
"ENSG00000148358.19",106.0325,558,11.95,76.525
"ENSG00000148362.10",336,550,54,764
"ENSG00000148384.12",18.565,0.11,0.1335,139.5
"ENSG00000148396.18",231.6,362,5.016,167.3
"ENSG00000148399.12",19.645,211,4,0.13
"ENSG00000148429.14",0.231,15,0.017,0.435
"ENSG00000148444.15",301.5,462,179.095,253
"ENSG00000148484.17",585.5,1310,2569,1106.4
"ENSG00000148516.21",1274,2050,618.5,1111
"ENSG00000148572.15",468,399,73.4,1.86
"ENSG00000148606.12",140.84,2,0.277,0.0265
"ENSG00000148634.15",470.5,43,1.55,263.5
"ENSG00000148660.20",22,212,1.266,439.5
"ENSG00000148672.8",82.85,996,222.15,423.5
"ENSG00000148688.13",86.95,298,1.58,4.9
"ENSG00000148690.11",71.6,78,68.5,263
"ENSG00000148700.14",349.5,1009,967,1380.5
"ENSG00000148719.14",117.05,87,0.39,15
"ENSG00000148730.6",654.5,545,583,395
"ENSG00000148737.16",0.167,0.035,0.0325,0.013
"ENSG00000148773.13",24.85,13,541,0.2395
"ENSG00000148803.11",91.7,12,103,0.605
"ENSG00000148824.18",143.225,32,31.13,10.825
"ENSG00000148832.15",21.516,0.035,0.0495,0.0265
"ENSG00000148834.12",559,717,299,554.5
"ENSG00000148840.10",2.9985,65,21,0.115
"ENSG00000148841.15",25.85,423,5,342
"ENSG00000148842.17",0.067,33,23,43.0155
"ENSG00000148843.13",41.0325,313,30.5,41
"ENSG00000148848.14",219,52,17,46.555
"ENSG00000148908.14",549,893,434.615,1100.5
"ENSG00000148925.10",17.05,632,729,4.9
"ENSG00000148926.9",0.122,1.7,0.257,8.5
"ENSG00000148943.11",293,19,308.016,757.5
"ENSG00000148950.9",13.6,0.088,0.195,302
"ENSG00000149084.12",73.73,123,0.26,310.5
"ENSG00000149089.12",5.595,149,368.5,125
"ENSG00000149091.15",8.5485,12,59.5,37.4
"ENSG00000149100.12",1340.5,1033,1478,522.5
"ENSG00000149131.15",4.757,0.053,0.065,0.0515
"ENSG00000149136.8",483.5,733,756.5,732.5
"ENSG00000149177.12",582.5,191,23.4,28.7
"ENSG00000149179.13",47.58,117,0.016,70
"ENSG00000149182.14",57.95,68,42.5485,909.5
"ENSG00000149187.18",249.76,465,1623,159
"ENSG00000149196.15",1385.5,703,746.845,894.5
"ENSG00000149212.11",578.5,436,404,729.5
"ENSG00000149218.4",157,46,8,1.2
"ENSG00000149231.11",238.5,910,739.5,964
"ENSG00000149257.13",0.0485,0.018,183.5,0.145
"ENSG00000149269.9",63.35,41,371.67,508
"ENSG00000149273.14",5215,3844,4947,2155.5
"ENSG00000149289.10",411.5,228,0.132,0.3145
"ENSG00000149292.16",0.03,503,0.145,0.025
"ENSG00000149294.16",473.5,167,73.5,0.05
"ENSG00000149308.16",419.5,462,41.016,1206
"ENSG00000149311.18",360.5,691,298.5,463
"ENSG00000149313.10",200.5,119,49.385,20.225
"ENSG00000149346.14",164.1,0.018,0.086,14
"ENSG00000149357.9",101.2,13,0.78,734
"ENSG00000149418.10",0.095,0.12,0.0485,0.675
"ENSG00000149428.18",27.67,83,48.905,9.25
"ENSG00000149474.13",0.9325,0.12,0.167,23.05
"ENSG00000149476.15",0.0535,4.9,0.017,0.13
"ENSG00000149480.6",799.5,278,285.5,680
"ENSG00000149483.11",327.5,199,1.0345,250.5
"ENSG00000149485.18",0.98,0.79,0.0345,0.285
"ENSG00000149531.15",59.5,18,0.075,26.075
"ENSG00000149532.15",229.5,323,49.5,72
"ENSG00000149534.8",0.19,0.12,1.717,0.925
"ENSG00000149541.9",26.645,35,4.6325,17.05
"ENSG00000149547.14",70,0.67,9.66,1039
"ENSG00000149554.12",9.5,0.74,0.082,135
"ENSG00000149577.15",0.1035,94,4.21,0.09
"ENSG00000149591.16",0.31,0.035,0.016,0.025
"ENSG00000149600.11",186.85,71,462,490
"ENSG00000149636.15",28.0485,0.18,0.017,161.5
"ENSG00000149646.12",45.95,43,4.815,151.55
"ENSG00000149658.17",234.595,904,54.225,493.5
"ENSG00000149716.12",216.5,0.053,43.5,0.0265
"ENSG00000149743.13",32.85,120,0.101,48.75
"ENSG00000149761.8",95.5,0.035,0.0485,85.325
"ENSG00000149781.12",181.55,149,318.5,54.05
"ENSG00000149782.11",1.016,12,0.65,2.9
"ENSG00000149792.8",953.5,938,1.75,324.5
"ENSG00000149806.10",3134.5,3342,1237,1617
"ENSG00000149809.14",0.13,33,0.017,0.125
"ENSG00000149823.8",402.5,111,146.016,101
"ENSG00000149923.13",110.2,381,257.6,84.5
"ENSG00000149925.17",2629.5,3181,1129.5,3416
"ENSG00000149929.15",32.5,29,174.517,57.5
"ENSG00000149930.17",0.365,0.053,0.3895,1.4395
"ENSG00000149932.16",595,675,0.325,89.5
"ENSG00000149948.13",0.122,0.018,0.017,0.105
"ENSG00000149970.14",0.0345,48,183.016,15.565
"ENSG00000150045.11",18.095,0.44,0.016,0.075
"ENSG00000150054.18",451,2.1,0.0325,124.5
"ENSG00000150093.18",968.5,1146,1057,518
"ENSG00000150316.11",1122,788,288.5,2197.5
"ENSG00000150347.14",5768,5862,2865.5,3354
"ENSG00000150401.14",11.5325,5,2.616,44.5
"ENSG00000150403.17",36.725,57,16.45,57.2
"ENSG00000150433.9",0.1185,0.79,0.0655,181
"ENSG00000150457.8",0.4,0.035,0.345,1.5
"ENSG00000150459.12",2552.5,4304,2688,1868.5
"ENSG00000150477.14",539,0.14,0.0655,0.088
"ENSG00000150527.17",206.05,278,153.385,175.5
"ENSG00000150593.17",11020.5,7550,2168,15409.5
"ENSG00000150637.8",383.5,207,132.5485,42.16
"ENSG00000150712.10",56.08,147,0.5825,58
"ENSG00000150753.11",602.5,1075,816,732
"ENSG00000150756.13",192.75,212,0.017,0.5
"ENSG00000150768.15",61.76,0.54,4.08,286
"ENSG00000150776.17",304.5,0.37,16.465,561.5
"ENSG00000150779.11",467.5,631,761.5,197.5
"ENSG00000150782.11",0.24,0.23,0.481,0.0265
"ENSG00000150787.7",357.5,1.9,413.66,92
"ENSG00000150867.13",4687.5,1694,1871,9167.5
"ENSG00000150907.7",425.5,2726,913.5,1174
"ENSG00000150938.9",1717,573,0.435,816.55
"ENSG00000150961.14",76,11,457,0.7
"ENSG00000150977.10",447.5,756,309,153.35
"ENSG00000150990.7",19.5,0.018,0.017,74.55
"ENSG00000150991.14",15461,24402,6987,12545
"ENSG00000150995.18",297.9,873,3.45,947
"ENSG00000151012.13",0.0395,0.14,0.2225,0.675
"ENSG00000151014.5",33.2,127,24.145,150.5265
"ENSG00000151065.13",242.6,208,735.5,216.5
"ENSG00000151092.16",219.29,384,11.725,768
"ENSG00000151093.7",26.016,0.053,0.016,0.0515
"ENSG00000151116.16",32.0485,0.018,17.5325,1.055
"ENSG00000151131.10",91.75,186,236,361.1
"ENSG00000151135.9",933,365,989,994.4
"ENSG00000151148.13",65.15,0.6,56.55,214.5
"ENSG00000151151.5",3.6985,0.3,4.35,162.5
"ENSG00000151176.7",1.95,53,0.206,20.025
"ENSG00000151229.12",0.0625,4.3,0.095,0.013
"ENSG00000151233.10",28.3,0.35,0.475,53.525
"ENSG00000151239.13",98.4,310,113.0325,2.7
"ENSG00000151247.12",3960,2037,1787,1211.5
"ENSG00000151287.16",201.5,96,0.555,0.26
"ENSG00000151292.17",250,295,0.3395,125
"ENSG00000151304.5",6.0485,0.46,79.855,153.96
"ENSG00000151327.12",852.5,1522,1278.5,518.5
"ENSG00000151332.18",54.805,283,826,782
"ENSG00000151338.18",0.625,0.18,0.0825,0.038
"ENSG00000151348.13",2.65,0.035,80,0.5
"ENSG00000151353.14",63.435,0.26,0.6,7.35
"ENSG00000151366.12",1564.5,1733,1049.5,1544.5
"ENSG00000151414.14",328.5,510,2122.5,440.5
"ENSG00000151422.12",42.5485,0.035,0.0485,0.155
"ENSG00000151461.19",190.2,700,232,684.5
"ENSG00000151465.13",1280.5,872,318.5,1887.5
"ENSG00000151466.11",10.645,367,12.15,140
"ENSG00000151470.12",30.225,283,0.0495,1.265
"ENSG00000151474.21",20,36,0.0485,0.025
"ENSG00000151498.11",462,274,449.45,2.9
"ENSG00000151500.14",687.5,294,0.292,817.5
"ENSG00000151502.10",560,0.95,1.4845,285
"ENSG00000151503.12",149,0.12,151.5,160.7
"ENSG00000151532.13",102.6,85,0.095,35.7
"ENSG00000151552.11",55.885,218,0.016,0.65
"ENSG00000151553.14",106.565,207,17.5,158
"ENSG00000151575.14",33.5325,0.053,0.101,0.155
"ENSG00000151576.10",122.58,137,0.033,156.125
"ENSG00000151612.15",13.805,0.49,0.017,0.275
"ENSG00000151651.15",176.5,150,84.655,0.4645
"ENSG00000151657.11",149.275,179,1.066,583
"ENSG00000151665.12",12.705,0.11,0.08,40.25
"ENSG00000151687.14",0.2,12,0.016,0.185
"ENSG00000151689.12",319.5,231,161.0325,53.065
"ENSG00000151690.14",239,277,4.7,399.5
"ENSG00000151694.12",149,21,47.5,162
"ENSG00000151702.16",101,442,49.5,98
"ENSG00000151725.11",23.5,238,66.55,0.038
"ENSG00000151726.13",114.55,344,0.955,213.5
"ENSG00000151729.10",1.945,259,0.05,0.55
"ENSG00000151743.10",0.557,0.67,418.5,0.04
"ENSG00000151746.13",3.45,0.12,0.445,0.0395
"ENSG00000151748.14",420.91,87,0.05,12.5
"ENSG00000151779.12",270.5,140,0.716,96.175
"ENSG00000151789.10",0.63,0.68,0.475,0.925
"ENSG00000151806.13",64.1,20,102.516,99.5
"ENSG00000151835.14",3.0985,237,73.5,0.875
"ENSG00000151846.8",3.3,6,3.05,4.75
"ENSG00000151849.14",1.055,0.18,0.445,28.5395
"ENSG00000151876.12",41.6,5.4,295.0325,0.105
"ENSG00000151881.14",0.2825,285,0.017,81.025
"ENSG00000151883.17",241.5,224,540.017,149
"ENSG00000151893.14",1978.5,387,224,1669.5
"ENSG00000151923.17",1839.5,2443,396.5,4686
"ENSG00000151929.9",51.3,0.21,0.29,356.38
"ENSG00000152056.16",0.14,0.018,0.016,0.065
"ENSG00000152061.23",1705,2851,175,1742.5
"ENSG00000152082.13",69,105,9.75,161.5
"ENSG00000152102.17",319.21,75,2.27,529.5
"ENSG00000152117.17",30.21,7.3,121.62,342
"ENSG00000152127.8",151.065,72,175.95,0.155
"ENSG00000152133.14",327.5,1259,409,1184.5
"ENSG00000152147.10",37.5325,0.63,0.0505,10.5
"ENSG00000152193.7",15.805,76,0.0345,49.5
"ENSG00000152217.16",124.75,0.84,0.0325,16.09
"ENSG00000152219.4",260.25,0.16,0.235,35.55
"ENSG00000152223.12",50.5,304,22.016,62.62
"ENSG00000152229.18",6.58,43,0.083,132.013
"ENSG00000152234.15",3253.5,3081,1076,1673
"ENSG00000152240.12",630,1042,346,473.5
"ENSG00000152242.10",980.5,45,148.12,397.5
"ENSG00000152253.8",0.0395,0.088,0.0345,0.0515
"ENSG00000152256.13",63,0.97,225.0485,4.65
"ENSG00000152270.8",140.5,398,59.115,932
"ENSG00000152291.13",1130.5,343,977,1568.5
"ENSG00000152332.15",410,62,843.5,627
"ENSG00000152348.15",39.35,14,3.3,139.8
"ENSG00000152359.14",105.76,1.3,35.5,0.08
"ENSG00000152382.5",4.8985,0.16,305.5,0.08
"ENSG00000152404.15",167.5,714,80.5,1430
"ENSG00000152409.8",503,974,970,1167
"ENSG00000152422.15",9.675,92,0.0345,0.0395
"ENSG00000152443.12",17.0325,0.018,0.0325,0.1515
"ENSG00000152464.14",188.55,0.21,72.0345,0.19
"ENSG00000152465.17",92,296,372,24.5
"ENSG00000152484.13",110.016,7.4,83.395,198
"ENSG00000152492.13",54.995,503,723,455
"ENSG00000152495.10",967,780,235.5,765.825
"ENSG00000152518.7",3994.5,6888,2662,1854.5
"ENSG00000152520.13",4531,2704,2829.5,3765.5
"ENSG00000152556.15",0.0105,0.035,46.5,0.013
"ENSG00000152558.14",551,970,1047.5,1066.5
"ENSG00000152601.17",4065.5,5914,2477.5,5517.5
"ENSG00000152620.12",186,105,39.585,133.225
"ENSG00000152642.10",3.015,114,415,0.0265
"ENSG00000152684.10",413,250,235.5,476
"ENSG00000152689.17",22.615,132,0.1535,0.525
"ENSG00000152700.13",2008.5,594,438.5,682.5
"ENSG00000152749.7",16.08,0.21,0.016,0.355
"ENSG00000152767.16",0.4635,24,405.85,39.58
"ENSG00000152778.8",50,0.58,125,0.475
"ENSG00000152784.15",0.007,0.19,35.5,0.0265
"ENSG00000152795.17",1610,4092,1587.5,3711
"ENSG00000152804.10",6.5485,0.23,0.05,0.21
"ENSG00000152818.18",1006.21,292,403.5,357
"ENSG00000152904.11",1203,426,0.79,42.9
"ENSG00000152939.14",0.0465,0.018,0.017,0.1015
"ENSG00000152942.18",125,0.053,79.85,210.6
"ENSG00000152944.8",96.76,18,63.26,51.05
"ENSG00000152969.18",738,459,0.085,227.5
"ENSG00000153006.15",72.92,241,298.5345,632.5
"ENSG00000153015.15",138,140,644.62,28.05
"ENSG00000153029.14",198.5,122,0.016,772.55
"ENSG00000153037.13",935.5,540,897,928.5
"ENSG00000153044.9",13.565,0.053,0.016,4.65
"ENSG00000153046.17",20.5485,181,0.8485,62
"ENSG00000153048.10",44.08,131,152.5345,207.5
"ENSG00000153064.11",44.016,2.1,0.435,89.45
"ENSG00000153066.12",72.5485,394,194.5,181.5
"ENSG00000153094.22",624,1321,643,93.5
"ENSG00000153107.11",22.55,31,359.5,16.5
"ENSG00000153113.23",498,985,1019.5,2327
"ENSG00000153130.17",73.0325,41,0.57,115
"ENSG00000153147.5",949,1421,1317,575
"ENSG00000153165.18",1.638,0.54,0.055,0.385
"ENSG00000153179.12",834,756,862.5,1188
"ENSG00000153187.18",2149.5,1600,1514,1742.5
"ENSG00000153201.15",2427.5,4156,493.5,1050.5
"ENSG00000153207.14",164.1,512,53.85,273
"ENSG00000153214.9",172.4,228,53.55,0.59
"ENSG00000153234.13",868.5,1779,75.4,329.35
"ENSG00000153250.19",85,560,1723,246.5
"ENSG00000153253.16",0.11,0.018,0.066,1.3895
"ENSG00000153283.12",3980,7831,539,2244
"ENSG00000153310.19",1140,1398,2372,1676
"ENSG00000153317.14",68.45,534,198.516,540
"ENSG00000153339.13",42.5,147,745.66,278
"ENSG00000153363.12",332.021,166,0.0325,36
"ENSG00000153391.15",126.6,402,6.2,851.5
"ENSG00000153395.9",4.53,371,0.27,206.85
"ENSG00000153406.13",294.5,30,0.033,2.8265
"ENSG00000153485.5",1.9485,0.035,0.016,40.525
"ENSG00000153487.12",72.63,0.035,519.5,31
"ENSG00000153551.13",446.5,233,775,1213
"ENSG00000153560.11",141.0485,160,508.5,721
"ENSG00000153561.12",1200.5,223,46.45,421
"ENSG00000153563.15",1556.5,1043,82.5,1566
"ENSG00000153574.8",34.0485,21,255.017,0.105
"ENSG00000153767.9",2.4985,48,0.275,0.08
"ENSG00000153774.8",140.5,240,1.065,490
"ENSG00000153786.12",52,0.49,168.0485,378.45
"ENSG00000153814.11",118.5,0.44,154.115,3.255
"ENSG00000153815.16",34.065,132,3.15,97.625
"ENSG00000153827.13",1734.5,1091,420.5,284.5
"ENSG00000153879.8",760.5,357,877.5,373
"ENSG00000153898.12",66,0.54,80.016,325
"ENSG00000153914.15",1231.5,1415,241,1502
"ENSG00000153922.10",2719,2991,2651.5,1948
"ENSG00000153933.9",53.35,4.1,5.1,239.3
"ENSG00000153936.16",41.805,0.39,0.033,74.5
"ENSG00000153944.10",108.5,386,386,546
"ENSG00000153975.9",61.855,126,213.5345,179.5
"ENSG00000153989.7",71.435,100,0.33,107.75
"ENSG00000154001.13",188,712,993.5,459.5
"ENSG00000154114.12",12.5,23,0.0655,35
"ENSG00000154122.12",198,17,11.12,459.25
"ENSG00000154124.4",447.5,185,370,196.5
"ENSG00000154127.9",129.5,2.6,626.5345,63.79
"ENSG00000154144.12",578.5,758,567.5,1543.5
"ENSG00000154153.13",1.55,179,0.0345,113
"ENSG00000154165.4",67,124,0.136,420.6
"ENSG00000154174.7",12.95,685,0.065,0.21
"ENSG00000154217.14",60.385,408,0.162,6.945
"ENSG00000154222.14",29.58,7.6,0.0345,0.09
"ENSG00000154229.11",38.805,11,0.29,0.7895
"ENSG00000154237.12",5.4,0.11,0.185,5.55
"ENSG00000154265.15",104.516,68,0.94,552
"ENSG00000154305.16",907.5,616,1.16,346.5
"ENSG00000154310.16",255,340,5.74,643
"ENSG00000154328.15",106,44,0.291,308.145
"ENSG00000154359.12",58.516,0.053,0.24,2.99
"ENSG00000154380.17",0.81,0.018,0.017,0.163
"ENSG00000154429.10",27.5,100,187.725,81.45
"ENSG00000154447.14",0.072,0.46,0.115,0.09
"ENSG00000154451.14",1966,1744,2299.5,2060
"ENSG00000154473.17",2901.5,2957,1283.5,2026
"ENSG00000154511.11",680.5,54,0.066,65.025
"ENSG00000154518.9",2060,2176,406,634.5
"ENSG00000154582.16",519.5,1664,708,786
"ENSG00000154589.6",1.305,0.07,0.45,36
"ENSG00000154608.14",3.7325,6,0.017,0.013
"ENSG00000154640.14",748,1496,695.6,1010
"ENSG00000154642.10",255.08,1744,430.05,1409
"ENSG00000154710.16",204.065,1414,429.5,154.5
"ENSG00000154719.13",6.87,2.2,0.325,0.195
"ENSG00000154723.12",2212.5,3179,2542,1977
"ENSG00000154727.10",107.25,77,407,162.1
"ENSG00000154760.13",11.4,68,112,1233.5
"ENSG00000154767.14",408.25,802,222.65,1385
"ENSG00000154781.15",365.5,280,652,102
"ENSG00000154803.12",297,60,130.5,601
"ENSG00000154813.9",120.45,486,30.84,545
"ENSG00000154814.13",223.5,85,131.275,12.3
"ENSG00000154832.14",180.5,3.2,284.5,77.15
"ENSG00000154839.9",0.9325,0.053,0.95,0.113
"ENSG00000154845.15",26.325,34,326.516,405.5
"ENSG00000154874.15",37.88,235,1.92,226
"ENSG00000154889.16",6.45,17,0.315,254.5
"ENSG00000154920.14",0.007,0.053,21.5,0.013
"ENSG00000154930.14",0.47,0.088,269.83,126.5
"ENSG00000154945.6",1022,229,280.95,636
"ENSG00000154978.12",363.65,1147,16.195,1068
"ENSG00000155008.13",122,0.19,0.112,26.59
"ENSG00000155026.16",1.02,0.57,0.07,0.115
"ENSG00000155090.14",111.66,508,0.28,64.75
"ENSG00000155096.13",257.05,581,3.425,51
"ENSG00000155097.11",204.5,94,0.42,0.3
"ENSG00000155100.10",63.5,196,6.08,41.05
"ENSG00000155115.6",1720,2654,731,1392
"ENSG00000155158.20",160,84,3.666,24.5265
"ENSG00000155189.11",297.95,237,3.19,505.5
"ENSG00000155229.20",11.13,171,11.0325,22.4
"ENSG00000155252.13",17.5,244,110.5,762.055
"ENSG00000155254.12",0.0485,0.018,0.016,0.013
"ENSG00000155287.10",0.925,92,0.65,32
"ENSG00000155304.5",858.5,3.5,1304.5345,496.5
"ENSG00000155307.17",8555.5,4367,2387,2509.5
"ENSG00000155313.15",122.5,206,0.0655,26.735
"ENSG00000155324.9",420,26,0.7325,165.125
"ENSG00000155329.11",1259.5,61,38.105,260
"ENSG00000155330.9",549.5,620,1045.5,294.79
"ENSG00000155363.18",90.5485,170,1.945,49.5
"ENSG00000155366.16",953,676,21.0485,591.5
"ENSG00000155368.16",3109.5,3931,2394,2026.5
"ENSG00000155380.11",411,548,442,439.5
"ENSG00000155393.12",14.5,0.018,0.0345,0.013
"ENSG00000155438.11",109.3,215,1284.5,101
"ENSG00000155463.12",610,239,556.5,35.025
"ENSG00000155465.18",0.442,0.018,0.095,0.09
"ENSG00000155506.16",772,1050,321,994
"ENSG00000155508.13",843.5,300,967.5,105.45
"ENSG00000155545.19",17.16,0.18,7.5,0.025
"ENSG00000155561.14",5.645,363,219,0.13
"ENSG00000155592.15",4.55,0.11,67.5,33.5
"ENSG00000155621.14",3.53,109,170,0.235
"ENSG00000155629.14",534,195,33.065,0.485
"ENSG00000155636.14",7.55,0.12,212,113.5395
"ENSG00000155657.26",1091.5,2394,656.5,1403
"ENSG00000155660.10",244,293,907,475.5
"ENSG00000155729.12",2.705,0.035,0.0485,0.13
"ENSG00000155744.9",261.5,407,153,4.35
"ENSG00000155827.11",323.5,194,129.08,143.35
"ENSG00000155849.15",91,872,17.5,688
"ENSG00000155850.7",5.145,22,0.065,1.025
"ENSG00000155868.7",807.5,103,0.016,114.05
"ENSG00000155876.5",216.65,149,0.033,434
"ENSG00000155903.11",895.5,601,77.5,400
"ENSG00000155906.16",74.0325,0.56,0.016,59
"ENSG00000155926.13",4481.5,2194,3246.5,4609.5
"ENSG00000155957.17",1143.5,1260,520.05,1025.5
"ENSG00000155959.10",586.5,1262,467.5,1786
"ENSG00000155961.4",110.5,0.018,0.4625,0.525
"ENSG00000155975.9",57.4,121,400.5,180.5
"ENSG00000156011.16",0.232,0.053,0.916,27.5
"ENSG00000156017.12",581.5,3.3,296,335.65
"ENSG00000156026.14",19,0.018,0.666,0.8
"ENSG00000156030.13",2878.5,773,1682,2322.5
"ENSG00000156050.8",104,3,6.15,754
"ENSG00000156052.10",14.24,0.14,0.44,440.16
"ENSG00000156110.13",147.8,500,291.15,193.1
"ENSG00000156113.22",0.0555,0.018,0.016,0.0265
"ENSG00000156127.6",2950,2596,3135,3757
"ENSG00000156136.9",210.095,887,111.7,240
"ENSG00000156162.16",38.016,0.018,37.5,157.065
"ENSG00000156170.12",11.5,0.088,0.145,0.26
"ENSG00000156171.14",161.75,295,39.615,4.55
"ENSG00000156232.7",230,398,422,349
"ENSG00000156234.7",1109,1120,366.5,350.525
"ENSG00000156253.6",0.1685,85,46.516,135.5
"ENSG00000156256.14",1305.5,2620,339,451
"ENSG00000156261.12",629,479,610.55,1124.5
"ENSG00000156265.15",48.5,0.16,0.55,0.25
"ENSG00000156273.15",245.95,1092,526.88,586
"ENSG00000156299.13",186.74,753,383.1,304
"ENSG00000156304.14",62.695,43,349.5,2.15
"ENSG00000156313.12",26.595,70,0.0345,200
"ENSG00000156374.14",1.066,36,0.0325,2.4
"ENSG00000156384.14",0.25,0.018,0.08,0.305
"ENSG00000156411.9",1218.5,849,1235.5,1304
"ENSG00000156467.9",1798.5,2578,2112,1991.5
"ENSG00000156469.8",56.175,526,0.85,172.5
"ENSG00000156471.12",312.75,329,238,596
"ENSG00000156475.18",184.5,117,18.5485,0.2765
"ENSG00000156482.10",1336.5,3508,1353.5,1176.5
"ENSG00000156500.14",55.115,128,0.033,0.275
"ENSG00000156502.13",390.16,860,198,70.575
"ENSG00000156504.16",2.3,73,383,116.08
"ENSG00000156508.17",43487.5,54977,37748,46326.5
"ENSG00000156515.21",51.08,212,40.5,294.5
"ENSG00000156531.16",125.5,96,0.0495,266
"ENSG00000156535.13",52.175,0.07,0.75,85.5
"ENSG00000156587.15",1992,1002,1311,1152
"ENSG00000156599.10",508,107,32.225,328.5
"ENSG00000156603.16",173,545,11.0485,334.025
"ENSG00000156639.11",10.5,17,188,5.4
"ENSG00000156642.16",97,2.3,349.5,206
"ENSG00000156650.12",494.5,188,716.5,742.95
"ENSG00000156671.12",901,111,439,196
"ENSG00000156675.15",767.5,812,430,1083.5
"ENSG00000156697.12",46.5485,1.5,98.516,21.05
"ENSG00000156709.13",20.87,0.088,447.6,0.5145
"ENSG00000156735.10",624,302,1378.5,2528
"ENSG00000156738.17",220.565,208,28.08,6.55
"ENSG00000156787.16",299,256,232.8,4.7
"ENSG00000156795.6",7.5485,1.8,0.2925,0.155
"ENSG00000156802.12",356,570,196.0485,280.065
"ENSG00000156804.7",153.5,250,681,54.325
"ENSG00000156831.7",70.725,579,286.0325,375.5
"ENSG00000156853.12",110,9.1,293.516,0.13
"ENSG00000156858.11",21.58,116,387,2.6
"ENSG00000156860.15",59.675,33,605,237
"ENSG00000156873.15",59.58,42,0.112,260.5
"ENSG00000156875.13",213.5,1759,127.75,776
"ENSG00000156876.9",0.1065,0.68,33.5,283.7
"ENSG00000156928.4",105,88,0.372,109.45
"ENSG00000156931.15",91.0485,6.1,0.08,29.525
"ENSG00000156958.14",101.25,16,25.017,37.6
